STRUCT,Info,3,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,
CPU clock:,2.1948846 GHz,,,,
TABLE,Region MARKER_NAME,Group 1 Raw,Custom,6,
Region Info,HWThread 0,,,,
RDTSC Runtime [s],1.131599,,,,
call count,1,,,,
Event,Counter,HWThread 0,,,
Runtime (RDTSC) [s],TSC,1.131599e+00,,,
MEM_UOPS_RETIRED_LOADS_ALL,PMC1,2429033000,,,
MEM_LOAD_UOPS_RETIRED_L1_HIT,PMC2,2429018000,,,
INSTR_RETIRED_ANY,FIXC0,9911670000,,,
CPU_CLK_UNHALTED_CORE,FIXC1,2474519000,,,
CPU_CLK_UNHALTED_REF,FIXC2,2474509000,,,
TABLE,Region MARKER_NAME,Group 1 Raw STAT,Custom,6,
Event,Counter,Sum,Min,Max,Avg
Runtime (RDTSC) [s] STAT,TSC,1.1316,1.1316,1.1316,1.1316
MEM_UOPS_RETIRED_LOADS_ALL STAT,PMC1,2429033000,2429033000,2429033000,2429033000
MEM_LOAD_UOPS_RETIRED_L1_HIT STAT,PMC2,2429018000,2429018000,2429018000,2429018000
INSTR_RETIRED_ANY STAT,FIXC0,9911670000,9911670000,9911670000,9911670000
CPU_CLK_UNHALTED_CORE STAT,FIXC1,2474519000,2474519000,2474519000,2474519000
CPU_CLK_UNHALTED_REF STAT,FIXC2,2474509000,2474509000,2474509000,2474509000
